COMPET,VAR_0001_SITUACAO,CO_GRUPO_E_CARGO,NO_CARGO,SG_ESCOLARIDADE_CARGO,CO_CLASSE,PDMATRIZ,CO_PADRAO,NC,PADRAO,PERCENT_IQ,QTD_SERV
202402,APOSENTADO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,25,3
202402,APOSENTADO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,30,2
202402,ATIVO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,,3
202402,ATIVO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,10,1
202402,ATIVO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,25,3
202402,ATIVO,701410,AUXILIAR DE CRECHE,NI,C,P29,416,4,16,30,9
202402,INST_PENSAO,701410,AUXILIAR DE CRECHE,NI,C,P26,116,1,16,,1
202402,INST_PENSAO,701410,AUXILIAR DE CRECHE,NI,C,P28,316,3,16,15,1
202402,ATIVO,701615,AUXILIAR DE CURTUME E TANANTES,NA,B,P24,416,4,16,,1
202402,APOSENTADO,701805,AUXILIAR DE DOBRADOR,NA,A,P18,415,4,15,15,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P11,106,1,6,,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P15,110,1,10,10,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P15,407,4,7,,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P16,111,1,11,,2
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P16,309,3,9,,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P18,113,1,13,,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P18,212,2,12,30,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P20,115,1,15,,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,116,1,16,,12
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,116,1,16,,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,116,1,16,20,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,215,2,15,20,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,216,2,16,,3
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,216,2,16,20,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,216,2,16,52,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,414,4,14,,2
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,414,4,14,,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,414,4,14,30,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,316,3,16,20,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,316,3,16,,6
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,316,3,16,25,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,316,3,16,30,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,415,4,15,20,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P23,415,4,15,,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,,8
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,10,2
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,15,2
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,25,1
202402,APOSENTADO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,30,1
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,,24
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,10,2
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,20,6
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,25,9
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,30,11
202402,ATIVO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,52,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P11,106,1,6,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P13,108,1,8,,2
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P14,109,1,9,,2
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P15,110,1,10,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P16,111,1,11,,2
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P19,114,1,14,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P20,115,1,15,,2
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,116,1,16,,6
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P19,213,2,13,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P20,214,2,14,10,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,216,2,16,,4
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P13,405,4,5,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P14,406,4,6,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P21,413,4,13,,1
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P22,414,4,14,,2
202402,INST_PENSAO,701616,AUXILIAR DE ELETRICISTA,NA,B,P24,416,4,16,,3
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P10,209,2,9,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P11,210,2,10,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P12,112,1,12,,2
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P13,113,1,13,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P13,410,4,10,,2
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P14,213,2,13,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P15,115,1,15,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P15,412,4,12,15,2
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P16,116,1,16,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P16,413,4,13,20,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P17,216,2,16,,2
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P17,216,2,16,,1
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P17,216,2,16,20,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P18,316,3,16,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P18,316,3,16,20,1
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P18,415,4,15,,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,,2
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,10,1
202402,APOSENTADO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,20,1
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,,13
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,10,1
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,20,7
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,25,2
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,30,4
202402,ATIVO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,52,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P04,104,1,4,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P05,105,1,5,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P07,107,1,7,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P11,111,1,11,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P12,112,1,12,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P16,116,1,16,,2
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P17,414,4,14,,1
202402,INST_PENSAO,701806,AUXILIAR DE ENCANADOR,NA,A,P19,416,4,16,,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P11,101,1,1,,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P11,101,1,1,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P11,101,1,1,20,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P11,101,1,1,30,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P12,102,1,2,,20
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P12,102,1,2,30,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P12,201,2,1,,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,103,1,3,,24
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,103,1,3,20,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,103,1,3,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,103,1,3,,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,103,1,3,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,202,2,2,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P13,202,2,2,25,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,104,1,4,,30
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,104,1,4,20,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,104,1,4,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,104,1,4,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,104,1,4,30,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,203,2,3,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,203,2,3,25,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,302,3,2,,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P14,401,4,1,,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,,54
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,20,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,20,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,105,1,5,30,6
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,204,2,4,,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,204,2,4,,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,204,2,4,20,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,204,2,4,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,204,2,4,30,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,303,3,3,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,303,3,3,20,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,303,3,3,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,303,3,3,30,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P15,402,4,2,,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,,68
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,20,10
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,25,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,30,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,20,8
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,25,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,106,1,6,30,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,20,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,20,10
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,25,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,30,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,205,2,5,52,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,304,3,4,,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,304,3,4,,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,304,3,4,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,304,3,4,30,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,403,4,3,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,403,4,3,,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P16,403,4,3,30,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,,56
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,10,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,15,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,20,6
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,25,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,30,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,20,14
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,25,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,107,1,7,30,4
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,,8
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,20,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,20,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,25,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,30,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,206,2,6,52,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,,7
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,20,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,25,11
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,305,3,5,30,16
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,,6
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,20,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,20,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,30,10
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P17,404,4,4,52,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,,84
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,15,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,20,6
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,20,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,30,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,108,1,8,52,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,20,4
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,25,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,,7
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,20,14
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,25,9
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,30,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,207,2,7,52,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,,7
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,20,8
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,25,9
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,30,18
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,306,3,6,52,4
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,,14
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,20,14
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,25,14
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,30,42
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P18,405,4,5,52,9
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,,58
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,10,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,15,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,20,9
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,25,4
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,30,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,,9
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,109,1,9,30,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,,8
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,15,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,20,6
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,20,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,25,8
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,208,2,8,30,5
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,,10
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,20,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,25,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,30,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,20,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,25,8
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,30,10
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,307,3,7,52,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,,11
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,20,22
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,25,12
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,30,54
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P19,406,4,6,52,19
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,,71
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,20,14
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,25,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,30,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,,5
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,25,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,110,1,10,30,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,,16
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,20,7
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,25,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,20,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,25,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,209,2,9,30,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,,11
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,20,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,25,2
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,30,1
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,,2
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,20,10
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,25,4
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,30,17
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,308,3,8,52,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,,28
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,20,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,25,1
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,30,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,,3
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,20,25
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,25,15
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,30,46
202402,ATIVO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P20,407,4,7,52,3
202402,APOSENTADO,701411,AUXILIAR DE ENFERMAGEM,NI,C,P21,111,1,11,,55
